Airline,Date_of_Journey,Source,Destination,Route,Duration,Additional_Info,Price,Day_of_Journey,Month_of_Journey,Stops,Arrival_Day,Arrival_Month,Day_of_Journey_numbers,Duration_Categorized,Trip_distance,Dep_Day_Period,Arrival_Day_Period,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min
Air India,2019-03-03,Banglore,New Delhi,BLR → VGA → DEL,745,No info,11003,Sunday,March,1,None,None,3,Short_duration,Medium_Dist,Ealry_Morning,Evening,10,30,22,55
Air India,2019-05-18,Delhi,Cochin,DEL → MAA → COK,1640,No info,7480,Saturday,May,1,19,May,18,Long_duration,Long_Dist,Ealry_Morning,Ealry_Morning,06,05,9,25
IndiGo,2019-05-12,Kolkata,Banglore,CCU → BLR,155,No info,4804,Sunday,May,0,13,May,12,Short_duration,Medium_Dist,Evening,Night,22,15,0,50
Jet Airways,2019-05-12,Mumbai,Hyderabad,BOM → HYD,85,In-flight meal not included,4050,Sunday,May,0,None,None,12,Short_duration,Short_Dist,Night,Night,02,55,4,20
Air India,2019-06-27,Banglore,Delhi,BLR → DEL,165,No info,6961,Thursday,June,0,None,None,27,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,10,00,12,45
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1620,In-flight meal not included,10262,Monday,June,1,04,Jun,3,Long_duration,Long_Dist,Afternoon,Afternoon,16,00,19,0
Air Asia,2019-06-12,Banglore,Delhi,BLR → DEL,170,No info,3383,Wednesday,June,0,13,Jun,12,Short_duration,Medium_Dist,Evening,Night,23,55,2,45
Air India,2019-03-09,Delhi,Cochin,DEL → BLR → COK,1590,No info,8119,Saturday,March,1,10,Mar,9,Long_duration,Long_Dist,Evening,Evening,20,30,23,0
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1005,No info,14714,Thursday,June,1,None,None,6,Medium_duration,Long_Dist,Night,Afternoon,02,15,19,0
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,780,No info,13259,Monday,June,1,None,None,3,Medium_duration,Long_Dist,Ealry_Morning,Afternoon,06,00,19,0
GoAir,2019-03-03,Banglore,New Delhi,BLR → DEL,175,No info,7222,Sunday,March,0,None,None,3,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,45,10,40
Air Asia,2019-05-09,Delhi,Cochin,DEL → BLR → COK,865,No info,7353,Thursday,May,1,10,May,9,Medium_duration,Long_Dist,Afternoon,Ealry_Morning,16,45,7,10
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,665,No info,14178,Friday,May,1,25,May,24,Short_duration,Medium_Dist,Evening,Ealry_Morning,21,10,8,15
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,1325,No info,26890,Friday,March,1,02,Mar,1,Medium_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,00,5,5
Air India,2019-05-12,Mumbai,Hyderabad,BOM → HYD,75,No info,3625,Sunday,May,0,None,None,12,Short_duration,Short_Dist,Afternoon,Evening,19,30,20,45
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,455,No info,9001,Monday,June,1,None,None,3,Short_duration,Long_Dist,Ealry_Morning,Afternoon,11,40,19,15
Air India,2019-05-27,Kolkata,Banglore,CCU → BLR,155,No info,4145,Monday,May,0,None,None,27,Short_duration,Medium_Dist,Evening,Evening,20,45,23,20
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BHO → BOM → COK,425,In-flight meal not included,15544,Thursday,May,2,None,None,9,Short_duration,Long_Dist,Ealry_Morning,Afternoon,05,30,12,35
SpiceJet,2019-06-15,Mumbai,Hyderabad,BOM → HYD,90,No info,2017,Saturday,June,0,None,None,15,Short_duration,Short_Dist,Afternoon,Afternoon,13,15,14,45
Air India,2019-05-15,Kolkata,Banglore,CCU → DEL → AMD → BLR,1165,No info,14424,Wednesday,May,2,16,May,15,Medium_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,10,00,5,25
GoAir,2019-06-15,Kolkata,Banglore,CCU → BLR,155,No info,3514,Saturday,June,0,None,None,15,Short_duration,Medium_Dist,Afternoon,Afternoon,15,20,17,55
IndiGo,2019-05-27,Delhi,Cochin,DEL → BOM → COK,415,No info,6628,Monday,May,1,28,May,27,Short_duration,Long_Dist,Afternoon,Night,18,35,1,30
Jet Airways,2019-06-15,Delhi,Cochin,DEL → AMD → BOM → COK,1760,No info,15339,Saturday,June,2,17,Jun,15,Long_duration,Long_Dist,Evening,Night,23,05,4,25
Air India,2019-03-09,Banglore,New Delhi,BLR → DEL,165,No info,7591,Saturday,March,0,None,None,9,Short_duration,Medium_Dist,Evening,Evening,21,10,23,55
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,1015,In-flight meal not included,10262,Saturday,June,1,02,Jun,1,Medium_duration,Long_Dist,Ealry_Morning,Night,11,30,4,25
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,590,In-flight meal not included,10844,Tuesday,May,1,None,None,21,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,06,30,16,20
Air India,2019-05-18,Kolkata,Banglore,CCU → GAU → BLR,1700,No info,7872,Saturday,May,1,19,May,18,Long_duration,Medium_Dist,Afternoon,Evening,16,45,21,5
IndiGo,2019-05-15,Delhi,Cochin,DEL → COK,195,No info,6541,Wednesday,May,0,None,None,15,Short_duration,Long_Dist,Afternoon,Afternoon,14,25,17,40
Air India,2019-03-15,Banglore,New Delhi,BLR → COK → DEL,985,No info,6987,Friday,March,1,None,None,15,Medium_duration,Medium_Dist,Ealry_Morning,Evening,06,55,23,20
IndiGo,2019-06-01,Banglore,Delhi,BLR → DEL,175,No info,4823,Saturday,June,0,None,None,1,Short_duration,Medium_Dist,Afternoon,Evening,18,55,21,50
Air India,2019-05-21,Banglore,Delhi,BLR → DEL,180,No info,6961,Tuesday,May,0,None,None,21,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,05,45,8,45
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,705,In-flight meal not included,9899,Wednesday,June,1,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,06,30,18,15
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → MAA → DEL,375,No info,12295,Tuesday,March,1,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,45,16,0
Air India,2019-06-12,Kolkata,Banglore,CCU → BBI → HYD → BLR,1555,No info,6117,Wednesday,June,2,13,Jun,12,Long_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,09,10,11,5
SpiceJet,2019-05-01,Chennai,Kolkata,MAA → CCU,135,No check-in baggage included,3543,Wednesday,May,0,None,None,1,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,45,12,0
SpiceJet,2019-05-18,Banglore,Delhi,BLR → DEL,175,No check-in baggage included,3919,Saturday,May,0,19,May,18,Short_duration,Medium_Dist,Evening,Night,21,10,0,5
Air India,2019-03-15,Banglore,New Delhi,BLR → MAA → DEL,1425,No info,6982,Friday,March,1,16,Mar,15,Medium_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,11,50,11,35
Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,1545,No info,13100,Sunday,March,1,25,Mar,24,Long_duration,Medium_Dist,Afternoon,Afternoon,17,00,18,45
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,600,No info,16079,Monday,May,1,None,None,27,Short_duration,Long_Dist,Ealry_Morning,Afternoon,09,00,19,0
Multiple carriers,2019-03-09,Delhi,Cochin,DEL → BOM → COK,755,No info,13082,Saturday,March,1,None,None,9,Medium_duration,Long_Dist,Ealry_Morning,Afternoon,06,40,19,15
Air India,2019-05-03,Banglore,Delhi,BLR → DEL,170,No info,6121,Friday,May,0,None,None,3,Short_duration,Medium_Dist,Afternoon,Afternoon,13,20,16,10
IndiGo,2019-06-12,Banglore,Delhi,BLR → DEL,180,No info,4823,Wednesday,June,0,None,None,12,Short_duration,Medium_Dist,Afternoon,Afternoon,16,55,19,55
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,585,No info,13941,Saturday,May,1,19,May,18,Short_duration,Medium_Dist,Afternoon,Night,18,55,4,40
Jet Airways,2019-04-03,Banglore,Delhi,BLR → DEL,185,In-flight meal not included,4544,Wednesday,April,0,None,None,3,Short_duration,Medium_Dist,Afternoon,Evening,18,55,22,0
Air India,2019-04-15,Kolkata,Banglore,CCU → BLR,155,No info,4145,Monday,April,0,None,None,15,Short_duration,Medium_Dist,Evening,Evening,20,45,23,20
SpiceJet,2019-04-06,Banglore,Delhi,BLR → DEL,175,No check-in baggage included,3919,Saturday,April,0,07,Apr,6,Short_duration,Medium_Dist,Evening,Night,21,10,0,5
Vistara,2019-06-01,Chennai,Kolkata,MAA → CCU,140,No info,11982,Saturday,June,0,None,None,1,Short_duration,Medium_Dist,Afternoon,Evening,17,45,20,5
IndiGo,2019-06-27,Delhi,Cochin,DEL → MAA → COK,325,No info,5636,Thursday,June,1,None,None,27,Short_duration,Long_Dist,Night,Ealry_Morning,02,00,7,25
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,365,In-flight meal not included,10844,Sunday,May,1,None,None,12,Short_duration,Medium_Dist,Afternoon,Evening,16,30,22,35
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → HYD → COK,545,No info,9856,Monday,June,1,None,None,24,Short_duration,Long_Dist,Ealry_Morning,Afternoon,07,05,16,10
IndiGo,2019-04-09,Banglore,Delhi,BLR → DEL,170,No info,3943,Tuesday,April,0,None,None,9,Short_duration,Medium_Dist,Night,Ealry_Morning,04,00,6,50
Air India,2019-03-03,Banglore,New Delhi,BLR → BOM → AMD → DEL,920,No info,11570,Sunday,March,2,07,Mar,3,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,17,25,8,45
Air Asia,2019-04-12,Kolkata,Banglore,CCU → BLR,150,No info,4409,Friday,April,0,None,None,12,Short_duration,Medium_Dist,Afternoon,Evening,19,55,22,25
Air India,2019-06-01,Delhi,Cochin,DEL → COK,180,No info,6934,Saturday,June,0,None,None,1,Short_duration,Long_Dist,Afternoon,Afternoon,14,10,17,10
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,690,No info,13817,Tuesday,March,1,13,Mar,12,Short_duration,Medium_Dist,Evening,Ealry_Morning,22,55,10,25
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,1450,No info,12121,Thursday,May,1,10,May,9,Medium_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,09,35,9,45
IndiGo,2019-06-18,Kolkata,Banglore,CCU → BLR,155,No info,4804,Tuesday,June,0,None,None,18,Short_duration,Medium_Dist,Afternoon,Afternoon,17,15,19,50
Jet Airways,2019-06-12,Banglore,Delhi,BLR → DEL,180,In-flight meal not included,5769,Wednesday,June,0,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,08,20,11,20
SpiceJet,2019-05-18,Kolkata,Banglore,CCU → BLR,150,No info,4174,Saturday,May,0,None,None,18,Short_duration,Medium_Dist,Afternoon,Afternoon,14,55,17,25
SpiceJet,2019-03-24,Banglore,New Delhi,BLR → DEL,175,No info,6309,Sunday,March,0,None,None,24,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,35,12,30
SpiceJet,2019-05-18,Mumbai,Hyderabad,BOM → HYD,90,No check-in baggage included,1965,Saturday,May,0,None,None,18,Short_duration,Short_Dist,Ealry_Morning,Ealry_Morning,05,45,7,15
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,835,In-flight meal not included,10406,Monday,May,1,None,None,27,Medium_duration,Long_Dist,Ealry_Morning,Evening,07,05,21,0
Air India,2019-05-12,Kolkata,Banglore,CCU → BBI → BLR,245,No info,8996,Sunday,May,1,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,10,13,15
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,590,In-flight meal not included,10844,Wednesday,May,1,None,None,1,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,08,25,18,15
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,435,No info,13377,Thursday,June,1,28,Jun,27,Short_duration,Long_Dist,Afternoon,Night,18,15,1,30
SpiceJet,2019-05-01,Kolkata,Banglore,CCU → KNU → BLR,435,No info,8479,Wednesday,May,1,None,None,1,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,35,18,50
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,860,No info,31825,Friday,March,1,02,Mar,1,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,18,40,9,0
GoAir,2019-03-24,Banglore,New Delhi,BLR → DEL,175,No info,5706,Sunday,March,0,None,None,24,Short_duration,Medium_Dist,Evening,Evening,20,55,23,50
Jet Airways,2019-04-24,Banglore,Delhi,BLR → DEL,180,In-flight meal not included,4544,Wednesday,April,0,None,None,24,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,08,20,11,20
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,440,In-flight meal not included,6017,Wednesday,March,1,None,None,27,Short_duration,Long_Dist,Ealry_Morning,Afternoon,11,30,18,50
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,475,No info,14781,Tuesday,May,1,None,None,21,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,08,25,16,20
Air India,2019-06-06,Delhi,Cochin,DEL → JDH → BOM → COK,1820,No info,12646,Thursday,June,2,07,Jun,6,Long_duration,Long_Dist,Afternoon,Afternoon,12,55,19,15
IndiGo,2019-06-09,Chennai,Kolkata,MAA → CCU,145,No info,3858,Sunday,June,0,None,None,9,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,35,14,0
SpiceJet,2019-04-01,Delhi,Cochin,DEL → BLR → COK,295,No info,4957,Monday,April,1,None,None,1,Short_duration,Long_Dist,Afternoon,Evening,17,55,22,50
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1145,In-flight meal not included,10262,Monday,June,1,25,Jun,24,Medium_duration,Long_Dist,Afternoon,Afternoon,17,30,12,35
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1660,In-flight meal not included,10031,Sunday,March,1,25,Mar,24,Long_duration,Medium_Dist,Afternoon,Evening,19,45,23,25
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,865,No info,14388,Sunday,May,1,13,May,12,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,18,55,9,20
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1660,In-flight meal not included,10844,Wednesday,May,1,16,May,15,Long_duration,Medium_Dist,Afternoon,Evening,18,55,22,35
Jet Airways,2019-03-27,Delhi,Cochin,DEL → AMD → BOM → COK,1475,In-flight meal not included,8882,Wednesday,March,2,28,Mar,27,Medium_duration,Long_Dist,Afternoon,Afternoon,19,10,19,45
Air India,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,545,No info,8366,Thursday,June,1,None,None,6,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,25,18,30
IndiGo,2019-06-01,Delhi,Cochin,DEL → COK,195,No info,6015,Saturday,June,0,None,None,1,Short_duration,Long_Dist,Afternoon,Afternoon,14,25,17,40
Jet Airways,2019-03-06,Delhi,Cochin,DEL → AMD → BOM → COK,2860,No info,20694,Wednesday,March,2,08,Mar,6,Long_duration,Long_Dist,Afternoon,Afternoon,19,10,18,50
Jet Airways,2019-03-03,Delhi,Cochin,DEL → BOM → COK,705,No info,17024,Sunday,March,1,None,None,3,Short_duration,Long_Dist,Ealry_Morning,Afternoon,07,05,18,50
Multiple carriers,2019-03-01,Delhi,Cochin,DEL → HYD → COK,465,No info,14762,Friday,March,1,None,None,1,Short_duration,Long_Dist,Afternoon,Evening,14,35,22,20
Air India,2019-05-01,Mumbai,Hyderabad,BOM → HYD,80,No info,3625,Wednesday,May,0,None,None,1,Short_duration,Short_Dist,Ealry_Morning,Ealry_Morning,06,20,7,40
IndiGo,2019-03-18,Mumbai,Hyderabad,BOM → HYD,90,No info,2227,Monday,March,0,None,None,18,Short_duration,Short_Dist,Evening,Evening,20,05,21,35
IndiGo,2019-04-24,Kolkata,Banglore,CCU → BLR,165,No info,4804,Wednesday,April,0,None,None,24,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,35,12,20
Jet Airways,2019-06-09,Mumbai,Hyderabad,BOM → HYD,85,No info,5678,Sunday,June,0,None,None,9,Short_duration,Short_Dist,Night,Night,02,55,4,20
Jet Airways,2019-03-24,Mumbai,Hyderabad,BOM → HYD,85,In-flight meal not included,2470,Sunday,March,0,None,None,24,Short_duration,Short_Dist,Ealry_Morning,Ealry_Morning,07,10,8,35
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,405,No info,12284,Monday,March,1,None,None,18,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,40,18,25
IndiGo,2019-06-12,Banglore,Delhi,BLR → DEL,170,No info,3419,Wednesday,June,0,13,Jun,12,Short_duration,Medium_Dist,Evening,Night,22,10,1,0
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,805,No info,12767,Thursday,March,1,22,Mar,21,Medium_duration,Long_Dist,Afternoon,Night,15,00,4,25
Vistara,2019-05-18,Banglore,Delhi,BLR → DEL,170,No info,4668,Saturday,May,0,None,None,18,Short_duration,Medium_Dist,Evening,Evening,21,00,23,50
SpiceJet,2019-05-15,Banglore,Delhi,BLR → DEL,175,No info,3625,Wednesday,May,0,16,May,15,Short_duration,Medium_Dist,Evening,Night,21,10,0,5
SpiceJet,2019-05-27,Chennai,Kolkata,MAA → CCU,135,No info,3597,Monday,May,0,None,None,27,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,45,12,0
IndiGo,2019-04-21,Kolkata,Banglore,CCU → BLR,150,No info,5224,Sunday,April,0,None,None,21,Short_duration,Medium_Dist,Afternoon,Afternoon,15,15,17,45
IndiGo,2019-06-15,Delhi,Cochin,DEL → BLR → COK,320,No info,6147,Saturday,June,1,None,None,15,Short_duration,Long_Dist,Afternoon,Evening,17,05,22,25
Jet Airways,2019-06-18,Banglore,Delhi,BLR → DEL,175,No info,8016,Tuesday,June,0,None,None,18,Short_duration,Medium_Dist,Afternoon,Afternoon,15,50,18,45
Air India,2019-05-01,Kolkata,Banglore,CCU → BBI → BOM → BLR,1390,No info,11148,Wednesday,May,2,02,May,1,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,12,00,11,10
Air India,2019-06-12,Delhi,Cochin,DEL → LKO → BOM → COK,1485,No info,12488,Wednesday,June,2,13,Jun,12,Medium_duration,Long_Dist,Afternoon,Afternoon,18,30,19,15
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,805,In-flight meal not included,6017,Thursday,March,1,22,Mar,21,Medium_duration,Long_Dist,Afternoon,Night,15,00,4,25
IndiGo,2019-06-15,Banglore,Delhi,BLR → DEL,170,No info,4823,Saturday,June,0,None,None,15,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,08,30,11,20
Air India,2019-03-21,Delhi,Cochin,DEL → MAA → COK,1420,No info,7532,Thursday,March,1,22,Mar,21,Medium_duration,Long_Dist,Ealry_Morning,Ealry_Morning,09,45,9,25
Air India,2019-06-09,Kolkata,Banglore,CCU → BOM → GOI → BLR,1210,No info,11432,Sunday,June,2,10,Jun,9,Medium_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,09,25,5,35
Vistara,2019-06-06,Banglore,Delhi,BLR → DEL,165,No info,5088,Thursday,June,0,None,None,6,Short_duration,Medium_Dist,Afternoon,Evening,19,30,22,15
SpiceJet,2019-03-27,Delhi,Cochin,DEL → MAA → COK,310,No info,5351,Wednesday,March,1,None,None,27,Short_duration,Long_Dist,Ealry_Morning,Ealry_Morning,06,10,11,20
Vistara,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,975,No info,8610,Wednesday,June,1,None,None,12,Medium_duration,Medium_Dist,Ealry_Morning,Evening,07,10,23,25
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BHO → BOM → COK,1365,In-flight meal not included,17271,Wednesday,March,2,07,Mar,6,Medium_duration,Long_Dist,Ealry_Morning,Night,05,40,4,25
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,1285,In-flight meal not included,9314,Tuesday,May,1,22,May,21,Medium_duration,Medium_Dist,Afternoon,Afternoon,17,00,14,25
SpiceJet,2019-03-27,Kolkata,Banglore,CCU → BLR,140,No info,3847,Wednesday,March,0,28,Mar,27,Short_duration,Medium_Dist,Evening,Night,22,20,0,40
Air India,2019-05-15,Delhi,Cochin,DEL → BOM → COK,615,No info,8372,Wednesday,May,1,None,None,15,Short_duration,Long_Dist,Ealry_Morning,Afternoon,09,00,19,15
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,505,No info,10877,Saturday,June,1,None,None,15,Short_duration,Long_Dist,Ealry_Morning,Afternoon,10,35,19,0
SpiceJet,2019-05-12,Banglore,Delhi,BLR → DEL,170,No info,4423,Sunday,May,0,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,30,12,20
Vistara,2019-06-27,Delhi,Cochin,DEL → COK,190,No info,6216,Thursday,June,0,None,None,27,Short_duration,Long_Dist,Afternoon,Afternoon,14,40,17,50
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,660,No info,7933,Thursday,June,1,None,None,6,Short_duration,Long_Dist,Ealry_Morning,Evening,10,00,21,0
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,460,No info,10678,Saturday,June,1,None,None,15,Short_duration,Long_Dist,Night,Afternoon,04,55,12,35
SpiceJet,2019-03-18,Mumbai,Hyderabad,BOM → HYD,85,No info,2017,Monday,March,0,19,Mar,18,Short_duration,Short_Dist,Evening,Night,22,45,0,10
IndiGo,2019-06-18,Delhi,Cochin,DEL → COK,195,No info,5000,Tuesday,June,0,None,None,18,Short_duration,Long_Dist,Afternoon,Afternoon,14,20,17,35
Air India,2019-03-09,Delhi,Cochin,DEL → BHO → BOM → COK,800,No info,18736,Saturday,March,2,None,None,9,Medium_duration,Long_Dist,Ealry_Morning,Afternoon,05,55,19,15
Jet Airways,2019-05-01,Banglore,Delhi,BLR → DEL,180,In-flight meal not included,4030,Wednesday,May,0,None,None,1,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,10,10,10
Jet Airways,2019-05-18,Delhi,Cochin,DEL → JAI → BOM → COK,1025,In-flight meal not included,10368,Saturday,May,2,19,May,18,Medium_duration,Long_Dist,Afternoon,Afternoon,19,30,12,35
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,1010,In-flight meal not included,9663,Monday,May,1,07,May,6,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,16,30,9,20
Vistara,2019-04-15,Banglore,Delhi,BLR → DEL,165,No info,5613,Monday,April,0,None,None,15,Short_duration,Medium_Dist,Afternoon,Evening,19,30,22,15
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,1090,In-flight meal not included,7757,Thursday,May,1,10,May,9,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,14,05,8,15
IndiGo,2019-06-15,Delhi,Cochin,DEL → HYD → COK,515,No info,6442,Saturday,June,1,None,None,15,Short_duration,Long_Dist,Ealry_Morning,Afternoon,07,35,16,10
IndiGo,2019-05-06,Mumbai,Hyderabad,BOM → HYD,90,No info,2754,Monday,May,0,None,None,6,Short_duration,Short_Dist,Afternoon,Evening,19,05,20,35
Air India,2019-03-24,Banglore,New Delhi,BLR → DEL,165,No info,3758,Sunday,March,0,None,None,24,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,06,10,8,55
Air Asia,2019-06-12,Delhi,Cochin,DEL → BLR → COK,870,No info,6152,Wednesday,June,1,None,None,12,Medium_duration,Long_Dist,Ealry_Morning,Evening,07,55,22,25
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,840,No info,7618,Thursday,March,1,None,None,21,Medium_duration,Long_Dist,Ealry_Morning,Evening,07,00,21,0
Air India,2019-03-03,Delhi,Cochin,DEL → AMD → BOM → COK,1410,No info,12646,Sunday,March,2,04,Mar,3,Medium_duration,Long_Dist,Afternoon,Afternoon,19,45,19,15
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,510,No info,14781,Wednesday,May,1,None,None,15,Short_duration,Medium_Dist,Afternoon,Evening,14,05,22,35
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,930,No info,13377,Thursday,June,1,28,Jun,27,Medium_duration,Long_Dist,Ealry_Morning,Night,10,00,1,30
Jet Airways,2019-05-27,Delhi,Cochin,DEL → COK,195,No info,9564,Monday,May,0,None,None,27,Short_duration,Long_Dist,Ealry_Morning,Afternoon,11,00,14,15
GoAir,2019-03-15,Banglore,New Delhi,BLR → DEL,175,No info,6113,Friday,March,0,None,None,15,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,40,14,35
Air India,2019-03-01,Banglore,New Delhi,BLR → BOM → BHO → DEL,1600,2 Long layover,26480,Friday,March,2,02,Mar,1,Long_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,06,45,9,25
Jet Airways,2019-06-12,Banglore,Delhi,BLR → DEL,180,In-flight meal not included,5769,Wednesday,June,0,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,10,10,10
SpiceJet,2019-03-27,Mumbai,Hyderabad,BOM → HYD,80,No info,1759,Wednesday,March,0,None,None,27,Short_duration,Short_Dist,Ealry_Morning,Ealry_Morning,05,45,7,5
IndiGo,2019-06-12,Delhi,Cochin,DEL → BOM → COK,500,No info,5883,Wednesday,June,1,13,Jun,12,Short_duration,Long_Dist,Afternoon,Night,17,10,1,30
Air India,2019-04-03,Banglore,Delhi,BLR → DEL,165,No info,5176,Wednesday,April,0,None,None,3,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,10,00,12,45
IndiGo,2019-06-27,Kolkata,Banglore,CCU → BLR,165,No info,4804,Thursday,June,0,None,None,27,Short_duration,Medium_Dist,Evening,Evening,20,25,23,10
GoAir,2019-06-21,Banglore,Delhi,BLR → DEL,170,No info,3398,Friday,June,0,None,None,21,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,40,14,30
Air India,2019-05-24,Kolkata,Banglore,CCU → BBI → BOM → BLR,1195,No info,9416,Friday,May,2,25,May,24,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,12,00,7,55
SpiceJet,2019-06-21,Kolkata,Banglore,CCU → BLR,155,No check-in baggage included,3841,Friday,June,0,None,None,21,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,06,55,9,30
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1325,In-flight meal not included,10262,Thursday,June,1,28,Jun,27,Medium_duration,Long_Dist,Evening,Afternoon,20,55,19,0
IndiGo,2019-06-24,Kolkata,Banglore,CCU → BLR,155,No info,4804,Monday,June,0,25,Jun,24,Short_duration,Medium_Dist,Evening,Night,22,15,0,50
Jet Airways,2019-04-03,Delhi,Cochin,DEL → BOM → COK,620,In-flight meal not included,5177,Wednesday,April,1,None,None,3,Short_duration,Long_Dist,Night,Afternoon,02,15,12,35
IndiGo,2019-05-09,Mumbai,Hyderabad,BOM → HYD,95,No info,2437,Thursday,May,0,None,None,9,Short_duration,Short_Dist,Evening,Evening,20,05,21,40
